,公司,年月,TSE新產業名,TEJ子產業名,實收資本額(元),實收資本額(NTD),本期匯出金額(NTD),期末帳面值(NTD),累計台灣匯出總額(NTD),經濟部核准金額(NTD),  現金及約當現金,  不動產廠房及設備,  其他應付款,  當期所得稅負債,  應計退休金負債,  股本,    法定盈餘公積,    未分配盈餘,  保留盈餘,母公司股東權益合計,股東權益總額,營業收入淨額,營業費用,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,加權平均股數,稀釋稅後淨利,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,期末普通股－現金股利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,來自營運之現金流量,期初現金及約當現金,期末現金及約當現金,期末累計匯出金額(NTD)
0,1101,2018-12-28,M1100 水泥工業,M11A 水泥製造,56656192040,64906168.0,523224.0,120556099.0,72144649.0,73433132,48507889.0,91093825,11683170.0,4090640.0,210515.0,53080599,14784534.0,33755165.0,61588761.0,181541510,197379456,124594602.0,5410638.0,30544421.0,7900350.0,22644071.0,22644071.0,19707395.0,21180821.0,18245179.0,4849335.0,21180821.0,4851464.0,33004723.0,39521444.0,22753293.0,16856367.0,30544421.0,6129527.0,387194.0,22150720.0,26331218.0,48507889.0,48621101.0
1,1101,2017-12-29,M1100 水泥工業,M11A 水泥製造,56656192040,63518303.0,3422400.0,100961425.0,44199303.0,74839080,26331218.0,94709404,8839408.0,1651042.0,211697.0,42465090,14025109.0,21944766.0,49019510.0,136348204,152647216,98311776.0,4950029.0,13824659.0,3501859.0,10322800.0,10322800.0,20299572.0,7594247.0,17775812.0,3738370.0,7594247.0,3739270.0,15747968.0,22211761.0,10983992.0,6360764.0,13824659.0,6080554.0,383239.0,12310560.0,28179758.0,26331218.0,46632815.0
2,1101,2016-12-30,M1100 水泥工業,M11A 水泥製造,56656192040,64444944.0,6259725.0,59706804.0,41812077.0,47946356,28179758.0,101799766,7732857.0,1324329.0,184115.0,36921759,13389264.0,20897776.0,47337524.0,106768051,147396671,89564306.0,4946868.0,11515335.0,2673260.0,8842075.0,8842075.0,1854361.0,6358452.0,2411113.0,3692176.0,6358452.0,3693467.0,13432172.0,20422719.0,9636065.0,5353655.0,11515335.0,6587626.0,402921.0,18750155.0,38977360.0,28179758.0,47874108.0
3,1101,2015-12-31,M1100 水泥工業,M11A 水泥製造,56656192040,60430820.0,6947298.0,56226126.0,39715857.0,42388727,38977360.0,113310134,8935660.0,1214642.0,287238.0,36921759,12811665.0,19710897.0,45573057.0,108042985,155484252,93679076.0,4854318.0,8666015.0,1740389.0,6925626.0,6925626.0,-592418.0,5775989.0,-806454.0,3692176.0,5775989.0,3694005.0,10539754.0,17958912.0,6803992.0,4910594.0,8666015.0,7021678.0,397480.0,21763392.0,30514042.0,38977360.0,41838707.0
4,1101,2014-12-31,M1100 水泥工業,M11A 水泥製造,56656192040,54233375.0,1269063.0,51141644.0,34393308.0,36674314,30514042.0,108445563,8406652.0,2226142.0,294307.0,36921759,11728778.0,24750795.0,49530227.0,117958870,162017681,118325809.0,5014926.0,21198720.0,4614844.0,16583876.0,16583876.0,19809527.0,10828868.0,13340699.0,3692176.0,10828868.0,3694192.0,23105935.0,29782835.0,16420654.0,9193518.0,21198720.0,6331499.0,345401.0,19904673.0,25711065.0,30514042.0,31597498.0
5,1101,2013-12-31,M1100 水泥工業,M11A 水泥製造,56656192040,49382951.0,597577.0,43798153.0,30600199.0,34168515,25711065.0,109369671,9793971.0,1899948.0,303577.0,36921759,10726105.0,23488214.0,47265512.0,113077945,153618577,116098947.0,5047022.0,18604456.0,3485773.0,15118683.0,15118683.0,21240565.0,10026731.0,14336481.0,3692176.0,10026731.0,3694120.0,20514756.0,27688979.0,14713470.0,8492004.0,18604456.0,6839020.0,335203.0,21973605.0,25611406.0,25711065.0,29079133.0
6,1101,2012-12-28,M1100 水泥工業,M11A 水泥製造,56656192040,35956044.0,4409597.0,30970527.0,30402668.0,32779230,25611406.0,104289140,9162750.0,1266913.0,332765.0,36921759,9952623.0,21094539.0,44108112.0,105961810,141806340,113699313.0,4541914.0,12120888.0,2122669.0,9998219.0,9998219.0,11980153.0,7784265.0,10232450.0,3692176.0,,,14844470.0,21304303.0,9297087.0,7015134.0,12120888.0,6108714.0,351119.0,25434756.0,22140268.0,25611406.0,25986928.0
7,1102,2018-12-28,M1100 水泥工業,M11A 水泥製造,33614471980,41725739.0,0.0,60222874.0,13882433.0,69356778,14929411.0,52549341,566027.0,2181268.0,185107.0,33614472,15615380.0,20358461.0,99918986.0,137892226,159048346,82741004.0,3018351.0,20370118.0,5480921.0,14889197.0,14889197.0,16325370.0,11117094.0,12811353.0,3139152.0,11143732.0,3192393.0,22043303.0,26962495.0,15923255.0,9412052.0,20370118.0,4649561.0,269631.0,9264060.0,7739492.0,14929411.0,9263670.0
8,1102,2017-12-29,M1100 水泥工業,M11A 水泥製造,33614471980,40648800.0,0.0,53093813.0,14147802.0,67196800,7739492.0,53738838,535775.0,1155972.0,193291.0,33614472,15068480.0,16125837.0,94196274.0,127435565,145796364,64899248.0,2733762.0,8499159.0,1833618.0,6665541.0,6665541.0,8785080.0,5469007.0,7895746.0,3139297.0,5470384.0,3147654.0,10271234.0,15448825.0,6581964.0,4033737.0,8499159.0,4839940.0,337651.0,8139048.0,7450006.0,7739492.0,9672881.0
9,1102,2016-12-30,M1100 水泥工業,M11A 水泥製造,33614471980,43763446.0,0.0,52199114.0,14532150.0,57340375,7450006.0,58832486,545698.0,429732.0,167129.0,33614472,14673903.0,14805588.0,91599413.0,122663077,140663221,60946190.0,2355226.0,6476589.0,1793292.0,4683297.0,4683297.0,-10005099.0,3945769.0,-9550011.0,3139998.0,4052513.0,3265993.0,8114807.0,13558345.0,4397756.0,3025302.0,6476589.0,5241445.0,202093.0,12817431.0,11024089.0,7450006.0,10640458.0
10,1102,2015-12-31,M1100 水泥工業,M11A 水泥製造,33614471980,44874321.0,0.0,56797606.0,15053459.0,58364311,11024089.0,67264573,759456.0,466164.0,195835.0,33614472,14187878.0,16251812.0,91552336.0,135898873,154854192,66287480.0,3018802.0,6814158.0,1879675.0,4934483.0,4934483.0,1073954.0,4860241.0,1343662.0,3141845.0,4554455.0,3451696.0,8462028.0,14104379.0,2609207.0,3697592.0,6814158.0,5400304.0,242047.0,13592303.0,12739834.0,11024089.0,11092273.0
11,1102,2014-12-31,M1100 水泥工業,M11A 水泥製造,33614471980,41014642.0,0.0,57487927.0,11440275.0,30332745,12739834.0,70586382,919929.0,593984.0,190518.0,33614472,13251715.0,22106583.0,94863921.0,141833564,161727226,77683281.0,2881200.0,13719739.0,2813741.0,10905998.0,10905998.0,15733291.0,9361635.0,13273390.0,3142158.0,9095181.0,3434183.0,15387337.0,21329234.0,8399005.0,7395184.0,13719739.0,5628378.0,313519.0,10642592.0,19184742.0,12739834.0,11440307.0
12,1102,2013-12-31,M1100 水泥工業,M11A 水泥製造,33614471980,30679592.0,0.0,43540806.0,11125067.0,22525071,19184742.0,62481951,212566.0,870572.0,181978.0,32955365,12571132.0,65584754.0,92169086.0,134448119,152842202,70172781.0,2370095.0,14082248.0,1917929.0,12164319.0,12164319.0,14505164.0,10517318.0,12091175.0,3079697.0,10733466.0,3212944.0,15722452.0,20494776.0,10304140.0,5931966.0,14082248.0,4596085.0,176239.0,14781266.0,8309069.0,19184742.0,11125066.0
13,1102,2012-12-28,M1100 水泥工業,M11A 水泥製造,33614471980,26181959.0,0.0,35177682.0,10914155.0,20919068,8309069.0,55930994,218023.0,561568.0,222129.0,32309181,11954738.0,61770961.0,87741404.0,128049692,144699982,63793183.0,2034063.0,6719669.0,877278.0,5842391.0,5842391.0,4921801.0,5082381.0,4649295.0,3230918.0,,,8493444.0,13008073.0,5893610.0,5492561.0,6719669.0,4354392.0,160237.0,14167455.0,10943684.0,8309069.0,10914156.0
14,1103,2018-12-28,M1100 水泥工業,M11A 水泥製造,7747805480,4013483.0,0.0,2177412.0,7054253.0,7363430,1969663.0,3467524,591866.0,57942.0,12620.0,7747805,2073636.0,5252354.0,9672041.0,19019812,20919819,2092406.0,392089.0,427880.0,173283.0,254597.0,769123.0,1480473.0,699755.0,1384470.0,643347.0,699755.0,644264.0,514596.0,763416.0,-54842.0,771781.0,427880.0,248820.0,0.0,-506413.0,1803189.0,1969663.0,4490225.0
15,1103,2017-12-29,M1100 水泥工業,M11A 水泥製造,7747805480,4346933.0,0.0,1577545.0,13670673.0,13950774,1803189.0,2852330,195663.0,56753.0,19853.0,7747805,1984116.0,4638766.0,9074455.0,17511786,19260840,2095607.0,511805.0,1081543.0,104234.0,977309.0,977309.0,3702627.0,895198.0,3538372.0,643555.0,895198.0,644300.0,1182543.0,1539621.0,-307313.0,387390.0,1081543.0,357078.0,0.0,403390.0,2341044.0,1803189.0,4392308.0
16,1103,2016-12-30,M1100 水泥工業,M11A 水泥製造,7747805480,82219828.0,7127.0,1454920.0,14717646.0,15021179,2341044.0,2026241,396687.0,107646.0,43511.0,7747805,1981627.0,2845461.0,8335423.0,14103781,15813258,3140190.0,552899.0,79161.0,69355.0,9806.0,9806.0,1846729.0,24889.0,1793477.0,643555.0,24889.0,643796.0,270791.0,599862.0,-95444.0,154956.0,79161.0,329071.0,0.0,414899.0,1829306.0,2341044.0,14718646.0
17,1103,2015-12-31,M1100 水泥工業,M11A 水泥製造,7747805480,81371502.0,636936.0,3129733.0,14734552.0,15043051,1829306.0,2336208,182613.0,19267.0,62838.0,7768285,1959476.0,4067819.0,8373346.0,12375824,14046346,2826519.0,463763.0,194900.0,-18421.0,213321.0,213321.0,-4955138.0,221518.0,-4760135.0,645039.0,221518.0,645324.0,421125.0,764545.0,794731.0,77478.0,194900.0,343420.0,0.0,303390.0,3163688.0,1829306.0,13745492.0
18,1103,2014-12-31,M1100 水泥工業,M11A 水泥製造,7747805480,85768033.0,1087083.0,4177475.0,13639884.0,13576426,3163688.0,3085890,226947.0,44355.0,88703.0,7768285,1957842.0,4014328.0,8390425.0,17353963,19282058,3937686.0,478235.0,9301.0,-44487.0,53788.0,53788.0,-991492.0,16343.0,-988148.0,645602.0,16343.0,646018.0,202368.0,580155.0,338138.0,233049.0,9301.0,377787.0,0.0,463080.0,3294619.0,3163688.0,13639885.0
19,1103,2013-12-31,M1100 水泥工業,M11A 水泥製造,7747805480,76150521.0,932063.0,3583067.0,12174419.0,12198590,3294619.0,3615676,218166.0,60778.0,82844.0,7768285,1830635.0,4692427.0,9238855.0,19082091,21498297,4268305.0,473491.0,1338804.0,48877.0,1289927.0,1289927.0,5178956.0,1272068.0,4994028.0,645142.0,1272068.0,646002.0,1510136.0,1915291.0,647107.0,776829.0,1338804.0,405155.0,0.0,-727919.0,4284000.0,3294619.0,12174419.0
20,1103,2012-12-28,M1100 水泥工業,M11A 水泥製造,7747805480,68735910.0,383387.0,2342278.0,7743603.0,7767155,4284000.0,3797226,242560.0,50167.0,107856.0,7768285,1830635.0,5540703.0,7963531.0,14079274,16449971,4772948.0,496658.0,-474803.0,100304.0,-575107.0,-575107.0,-1366142.0,-672410.0,-1410137.0,644678.0,,,-304825.0,117406.0,95333.0,0.0,-474803.0,422175.0,56.0,748670.0,4109674.0,4284000.0,7743605.0
21,1104,2013-12-31,M1100 水泥工業,M11A 水泥製造,6536091920,3100227.0,0.0,0.0,185000.0,828370,429215.0,5846863,206504.0,25221.0,309297.0,6038919,1571033.0,2510553.0,7271548.0,14366079,14539149,5276157.0,346881.0,1148493.0,29514.0,1118979.0,1118979.0,1747404.0,1113121.0,1741546.0,603892.0,1113121.0,605063.0,1155316.0,1291518.0,1121741.0,543503.0,1148493.0,124615.0,11587.0,548411.0,253472.0,429215.0,185000.0
22,1104,2012-12-28,M1100 水泥工業,M11A 水泥製造,6536091920,3433022.0,0.0,84302.0,234992.0,807109,253472.0,5740779,178496.0,5476.0,333339.0,6038919,1499835.0,1756658.0,6584758.0,13073450,13244200,4826334.0,342443.0,719269.0,18652.0,700617.0,700617.0,706258.0,697738.0,703379.0,603892.0,,,721837.0,853873.0,777973.0,452919.0,719269.0,122580.0,9456.0,74512.0,693544.0,253472.0,234991.0
23,1108,2018-12-28,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,0.0,0.0,80631.0,44216,198802.0,1877077,119330.0,238.0,60826.0,4047380,166309.0,-1032.0,182653.0,4226920,4226998,3330601.0,218012.0,-191662.0,9280.0,-200942.0,-201614.0,-196649.0,-176971.0,-172004.0,404738.0,-176971.0,404738.0,-159245.0,88029.0,-197814.0,0.0,-191662.0,238371.0,8903.0,51832.0,251893.0,198802.0,80631.0
24,1108,2017-12-29,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,0.0,250.0,80631.0,44216,251893.0,1648561,123237.0,13235.0,68649.0,4047380,166309.0,177528.0,357972.0,4402119,4428542,3434454.0,221218.0,-119011.0,-16708.0,-102303.0,-103078.0,-128701.0,-101111.0,-126733.0,404738.0,-101111.0,404738.0,-88278.0,189652.0,-101866.0,0.0,-119011.0,268510.0,9420.0,81037.0,213090.0,251893.0,80631.0
25,1108,2016-12-30,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,0.0,268.0,80631.0,44216,213090.0,1899736,177004.0,4128.0,72236.0,4047380,134776.0,547996.0,696907.0,4771695,4801836,4251061.0,236273.0,401330.0,77128.0,324202.0,315077.0,303606.0,315334.0,303872.0,404738.0,315334.0,406539.0,432569.0,735036.0,315110.0,242843.0,401330.0,292931.0,9536.0,246301.0,220129.0,213090.0,80631.0
26,1108,2015-12-31,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,0.0,522.0,80631.0,44216,220129.0,2157348,250828.0,136076.0,348224.0,4047380,87760.0,626211.0,728106.0,4811850,4845664,5021353.0,281937.0,616324.0,112889.0,503435.0,462763.0,462877.0,470161.0,470063.0,404738.0,470161.0,407118.0,658951.0,1027894.0,476792.0,344027.0,616324.0,342624.0,26319.0,1018144.0,261107.0,220129.0,80631.0
27,1108,2014-12-31,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,0.0,0.0,80631.0,44216,261107.0,2300176,197092.0,13068.0,350740.0,4047380,49806.0,445049.0,508990.0,4584622,4615114,5075583.0,264255.0,473285.0,70993.0,402292.0,367067.0,378842.0,379540.0,390167.0,404738.0,379540.0,405980.0,529592.0,913612.0,357693.0,242843.0,473285.0,327333.0,56687.0,831155.0,216573.0,261107.0,80631.0
28,1108,2013-12-31,M1100 水泥工業,M11A 水泥製造,4047380000,80631.0,36552.0,0.0,80631.0,44216,216573.0,2435301,206823.0,7591.0,378924.0,4047380,31862.0,263852.0,309849.0,4389498,4403404,4869590.0,271271.0,211708.0,48891.0,162817.0,162817.0,152677.0,179445.0,171043.0,404738.0,179445.0,405085.0,281057.0,670566.0,157641.0,182132.0,211708.0,341699.0,47810.0,621452.0,101033.0,216573.0,80631.0
29,1108,2012-12-28,M1100 水泥工業,M11A 水泥製造,4047380000,44079.0,0.0,0.0,44079.0,44216,101033.0,2695527,178744.0,16582.0,396553.0,4047380,28454.0,87835.0,130424.0,4223335,4210727,4190014.0,312500.0,211046.0,31163.0,179883.0,179883.0,91108.0,198469.0,108488.0,404738.0,,,291369.0,660073.0,-96185.0,0.0,211046.0,349532.0,19172.0,273329.0,132123.0,101033.0,44079.0
30,1109,2018-12-28,M1100 水泥工業,M11A 水泥製造,3419578680,2385679.0,0.0,2580456.0,1487098.0,1590532,552304.0,3306890,404373.0,225681.0,205991.0,3419579,1247977.0,1628351.0,2918682.0,6242201,7690087,6701130.0,429090.0,1759056.0,505550.0,1253506.0,1253506.0,1183013.0,840240.0,795268.0,353595.0,840240.0,355139.0,1786341.0,2109170.0,1222069.0,273566.0,1759056.0,315914.0,6915.0,996902.0,488954.0,552304.0,1487098.0
31,1109,2017-12-29,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1942749.0,1487098.0,1487098,488954.0,3499143,373291.0,110574.0,247672.0,3599557,1198786.0,780767.0,2021907.0,5662973,6795076,5375877.0,401192.0,897924.0,187920.0,710004.0,710004.0,695286.0,491910.0,483267.0,372205.0,491910.0,373134.0,928234.0,1234143.0,708939.0,35996.0,897924.0,300918.0,4991.0,588320.0,746203.0,488954.0,1487098.0
32,1109,2016-12-30,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1508635.0,1487098.0,1487098,746203.0,3725393,287266.0,8114.0,277646.0,3789007,1182684.0,342955.0,1567993.0,5406966,6328821,4346147.0,363498.0,209377.0,31706.0,177671.0,177671.0,16673.0,161017.0,61653.0,378901.0,161017.0,379346.0,239427.0,548475.0,189547.0,37890.0,209377.0,304038.0,5010.0,607272.0,675075.0,746203.0,1487098.0
33,1109,2015-12-31,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1595497.0,1540446.0,1540446,675075.0,4094343,326624.0,33597.0,281746.0,3789007,1180886.0,266689.0,1489929.0,5421093,6387928,4350645.0,381758.0,11055.0,68462.0,-57407.0,-57407.0,-129449.0,17977.0,-38346.0,405314.0,17977.0,405580.0,35961.0,338475.0,-83732.0,75780.0,11055.0,295658.0,6856.0,506352.0,699856.0,675075.0,1540446.0
34,1109,2014-12-31,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1814327.0,1477646.0,1477646,699856.0,4273522,381153.0,14456.0,290167.0,4210008,1152532.0,373884.0,1568770.0,5968311,7032121,5000089.0,510219.0,426820.0,90056.0,336764.0,336764.0,410958.0,283540.0,326958.0,421001.0,283540.0,421587.0,465137.0,752032.0,342950.0,84200.0,426820.0,281505.0,5390.0,614266.0,883271.0,699856.0,1477646.0
35,1109,2013-12-31,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1636869.0,1395281.0,1395281,929771.0,4336312,407676.0,42336.0,300169.0,4210008,1125079.0,614892.0,1794838.0,6146554,7126364,4551240.0,482249.0,371025.0,48325.0,322700.0,322700.0,423876.0,274532.0,330324.0,421001.0,274532.0,421452.0,408948.0,676446.0,301184.0,505201.0,371025.0,262196.0,5302.0,131459.0,964475.0,929771.0,1395281.0
36,1109,2012-12-28,M1100 水泥工業,M11A 水泥製造,3419578680,2230536.0,0.0,1448059.0,1357359.0,1357359,964475.0,4277524,421579.0,17753.0,263293.0,4210008,1116298.0,557152.0,1715804.0,5976210,6862468,3661986.0,310645.0,88475.0,32677.0,55798.0,55798.0,42205.0,85393.0,99363.0,421001.0,,,134963.0,376575.0,50473.0,159980.0,88475.0,235501.0,6111.0,546098.0,1150203.0,964475.0,1357359.0
37,1110,2012-12-28,M1100 水泥工業,M11A 水泥製造,5720007970,1234814.0,0.0,29738.0,37341.0,48816,49697.0,352536,83218.0,23061.0,0.0,5720008,975169.0,71415.0,1867171.0,8374735,8408752,1635019.0,56523.0,107060.0,38487.0,68573.0,68573.0,222055.0,67922.0,221397.0,569887.0,,,108890.0,181606.0,172403.0,57200.0,107060.0,72400.0,316.0,148756.0,223168.0,49697.0,37341.0
38,1201,2018-12-28,M1200 食品工業,M12C 飲料乳品,5060629000,4085727.0,0.0,4004741.0,2935673.0,3464644,2989575.0,9934574,2305767.0,60961.0,376748.0,5060629,475607.0,758631.0,1234238.0,6188035,6200442,19436763.0,5525400.0,992666.0,123575.0,869091.0,869091.0,869270.0,982564.0,982457.0,506063.0,982564.0,506981.0,1358872.0,2263385.0,743.0,404850.0,992666.0,890059.0,14454.0,555117.0,2763793.0,2989575.0,2714652.0
39,1201,2017-12-29,M1200 食品工業,M12C 飲料乳品,5060629000,3857172.0,0.0,3578974.0,2935673.0,3464644,2763793.0,11223740,2781058.0,34272.0,450246.0,5060629,475607.0,-216771.0,258836.0,5174330,7807916,17749330.0,5219948.0,1079896.0,186471.0,893425.0,893425.0,720490.0,664257.0,491446.0,506063.0,664257.0,506063.0,1599761.0,2489410.0,444045.0,0.0,1079896.0,881897.0,7752.0,983571.0,2344226.0,2763793.0,2709098.0
40,1201,2016-12-30,M1200 食品工業,M12C 飲料乳品,5060629000,3898551.0,0.0,3429544.0,3033518.0,3552522,2344226.0,11781890,2922960.0,33682.0,517087.0,5060629,475607.0,-837453.0,-361846.0,4684029,7089386,17074511.0,5973176.0,-1141986.0,-57684.0,-1084302.0,-1084302.0,-1441516.0,-776709.0,-1133316.0,506063.0,-776709.0,506063.0,-565886.0,438608.0,-1709414.0,0.0,-1141986.0,999249.0,5245.0,-1145620.0,3673570.0,2344226.0,2709098.0
41,1201,2015-12-31,M1200 食品工業,M12C 飲料乳品,5060629000,5601061.0,0.0,3431811.0,4045045.0,4509854,3673570.0,12742340,3363341.0,66884.0,1376126.0,5060629,475607.0,44381.0,519988.0,5822918,8470547,20219756.0,6927142.0,-2331543.0,-258536.0,-2073007.0,-2193589.0,-2328630.0,-1913684.0,-2048681.0,506063.0,-1913684.0,506063.0,-1881710.0,-613469.0,-1971727.0,0.0,-2331543.0,1255959.0,12282.0,-477137.0,2652050.0,3673570.0,3657280.0
42,1201,2014-12-31,M1200 食品工業,M12C 飲料乳品,5060629000,5812882.0,297111.0,5577412.0,4045045.0,4509854,2651159.0,14514414,3184477.0,56979.0,1916035.0,5060629,475607.0,2006990.0,2482597.0,7871599,11088557,25004846.0,6662137.0,4168.0,147686.0,-143518.0,-385493.0,-304451.0,-251695.0,-187765.0,506063.0,-251695.0,506063.0,221911.0,1421192.0,57900.0,0.0,4168.0,1189874.0,9407.0,467211.0,2933196.0,2651159.0,3657280.0
43,1201,2013-12-31,M1200 食品工業,M12C 飲料乳品,5060629000,4813321.0,444082.0,4548643.0,3747934.0,4435641,2933196.0,13489643,3469529.0,197260.0,2099532.0,5060629,388319.0,2735464.0,3147132.0,8312042,11528095,29200402.0,7926750.0,1106612.0,402662.0,703950.0,703950.0,827558.0,872887.0,972832.0,506063.0,872887.0,506063.0,1347802.0,2478762.0,878084.0,303638.0,1106612.0,1123854.0,7106.0,896512.0,3006168.0,2933196.0,3360169.0
44,1201,2012-12-28,M1200 食品工業,M12C 飲料乳品,5060629000,4118041.0,192327.0,3320118.0,3303852.0,4120044,3006168.0,12482101,3153054.0,367736.0,2066856.0,5060629,312748.0,1722915.0,2668015.0,7642848,10587663,26631297.0,7290791.0,1074896.0,441110.0,633786.0,633786.0,452864.0,809351.0,637831.0,506063.0,,,1253022.0,2186452.0,677254.0,303638.0,1074896.0,928550.0,4880.0,929064.0,2469900.0,3006168.0,3013932.0
45,1210,2018-12-28,M1200 食品工業,M12B 油脂飼料,8273390860,14219093.0,156312.0,6357298.0,2018817.0,7240848,2979821.0,14484714,1913822.0,261847.0,0.0,7879420,2053459.0,3444626.0,5541079.0,16472287,22222633,72442933.0,7815474.0,3031193.0,617587.0,2413606.0,2413606.0,2236639.0,2009883.0,1983157.0,731345.0,2009883.0,733584.0,3339434.0,4808758.0,2149311.0,1181913.0,3031193.0,1448653.0,20671.0,1906518.0,3660682.0,2979821.0,1823361.0
46,1210,2017-12-29,M1200 食品工業,M12B 油脂飼料,8273390860,13426393.0,0.0,7377962.0,1833604.0,6863550,3660682.0,13430457,2020990.0,346084.0,0.0,7363944,1829577.0,3648106.0,5520677.0,16003328,21722937,75931014.0,7219586.0,3339822.0,687210.0,2652612.0,2652612.0,2443529.0,2238817.0,2260880.0,683500.0,2238817.0,685778.0,3616884.0,4980430.0,2728953.0,1472789.0,3339822.0,1330588.0,32958.0,4430353.0,2919140.0,3660682.0,1667049.0
47,1210,2016-12-30,M1200 食品工業,M12B 油脂飼料,8273390860,14879576.0,0.0,4713333.0,1987021.0,7437819,2919140.0,11879362,2002318.0,330912.0,0.0,7363944,1623739.0,2718574.0,4385307.0,14767630,20183014,75795660.0,7183972.0,3140682.0,579420.0,2561262.0,2561262.0,1617994.0,2058378.0,1610555.0,683500.0,2058380.0,685884.0,3466196.0,4842438.0,2386196.0,1104592.0,3140682.0,1346873.0,29369.0,3988126.0,4404597.0,2919140.0,1667049.0
48,1210,2015-12-31,M1200 食品工業,M12B 油脂飼料,8273390860,15578764.0,115384.0,7226199.0,2022525.0,7023803,4404597.0,12174863,1782328.0,314149.0,0.0,7363944,1564601.0,1238916.0,2846511.0,13634097,19248606,78252167.0,6862462.0,968699.0,482484.0,486215.0,486215.0,290710.0,591381.0,516983.0,683500.0,591381.0,684261.0,1188208.0,2665836.0,835704.0,515476.0,968699.0,1421986.0,55642.0,3106288.0,3825014.0,4404597.0,1667049.0
49,1210,2014-12-31,M1200 食品工業,M12B 油脂飼料,8273390860,11421658.0,0.0,5772531.0,1695884.0,6470637,3825014.0,13384162,1655669.0,225828.0,0.0,7363944,1448344.0,1500736.0,2992074.0,13798665,19944399,91740920.0,6849289.0,1491793.0,492216.0,999577.0,999577.0,1841526.0,1162573.0,1687619.0,683500.0,1162573.0,684121.0,1724177.0,2952164.0,423986.0,736394.0,1491793.0,1182383.0,45604.0,2455878.0,4231886.0,3825014.0,1536603.0
50,1210,2013-12-31,M1200 食品工業,M12B 油脂飼料,8273390860,9659992.0,0.0,5553423.0,1597024.0,5308157,4231886.0,11815875,1357862.0,246013.0,0.0,5664572,1268774.0,2786437.0,4098205.0,12620511,18788276,90478017.0,6814943.0,2593338.0,336698.0,2256640.0,2256640.0,2651035.0,1795696.0,1948551.0,525769.0,1795696.0,526364.0,2796196.0,4058674.0,2248075.0,566457.0,2593338.0,1212858.0,49620.0,4496162.0,3879324.0,4231886.0,1398219.0
51,1210,2012-12-28,M1200 食品工業,M12B 油脂飼料,8273390860,9200756.0,62612.0,4737045.0,1556034.0,4496958,3879324.0,10761652,1401213.0,153040.0,0.0,5664572,1195374.0,1777229.0,2972603.0,11315952,16915985,86532609.0,5809745.0,1388540.0,258943.0,1129597.0,1129597.0,693414.0,756030.0,600688.0,514306.0,,,1594920.0,2740946.0,1292098.0,679749.0,1388540.0,1097388.0,48638.0,1724185.0,3879963.0,3879324.0,1738136.0
52,1213,2018-12-28,M1200 食品工業,M12C 飲料乳品,566226270,6866.0,0.0,-806.0,6866.0,6866,38133.0,362319,73471.0,22849.0,0.0,566226,19091.0,-36870.0,18483.0,606465,606465,594238.0,65665.0,-68297.0,21282.0,-89579.0,-89579.0,-89561.0,-89579.0,-89561.0,56623.0,-89579.0,56623.0,-63609.0,-45144.0,-89640.0,0.0,-68297.0,17452.0,1013.0,-29936.0,195246.0,38133.0,6866.0
53,1213,2017-12-29,M1200 食品工業,M12C 飲料乳品,566226270,6866.0,0.0,-3094.0,6866.0,6866,195246.0,354916,31724.0,0.0,0.0,566226,18893.0,52907.0,108062.0,696026,696026,649522.0,69570.0,4337.0,2352.0,1985.0,1985.0,1985.0,1985.0,1985.0,56623.0,1985.0,56623.0,4755.0,21343.0,1989.0,0.0,4337.0,14202.0,2386.0,-46441.0,221936.0,195246.0,6866.0
54,1213,2016-12-30,M1200 食品工業,M12C 飲料乳品,566226270,6866.0,0.0,-1682.0,6866.0,6866,221936.0,309629,30569.0,577.0,0.0,566226,17376.0,52343.0,106077.0,694041,694041,671770.0,72383.0,18605.0,3440.0,15165.0,15165.0,15261.0,15165.0,15261.0,56623.0,15165.0,56623.0,18781.0,36915.0,18154.0,0.0,18605.0,10525.0,7609.0,29138.0,261704.0,221936.0,6866.0
55,1213,2015-12-31,M1200 食品工業,M12C 飲料乳品,566226270,6866.0,0.0,-752.0,6866.0,6866,261704.0,306829,31781.0,3440.0,0.0,514751,15725.0,90304.0,142387.0,678780,678780,736453.0,87850.0,21458.0,4947.0,16511.0,16511.0,16511.0,16511.0,16511.0,51475.0,16511.0,51475.0,21470.0,42161.0,23043.0,0.0,21458.0,10621.0,10070.0,52896.0,212693.0,261704.0,6866.0
